run	bioproject	biosample	continent	acidic_soil_type	ecosystem	location	latitude	longitude	pH	pH_status	selection_reason	project_dedup_group	site_dedup_group	selection_rank	coordinate_status	metadata_quality_flag	include_in_global_balanced_pilot	source_type	soil_only	acidic_soil	soil_source_evidence
SRR22033968	PRJNA891929	SAMN31360692	Asia	Acidic paddy soil	Paddy soil	China:Jiangxi,Nanchang	28.76	115.83		needs_metadata_or_OpenLandMap_confirmation	Asia representative; Acidic paddy soil	PRJNA891929	China:Jiangxi,Nanchang		confirmed_lat_lon	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	1; China:Jiangxi,Nanchang; 28.76 N 115.83 E
SRR37443112	PRJNA1431341	SAMN56009528	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.879306	14.296569		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BW5-BS_S25; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.879306 N 14.296569 E
SRR37443113	PRJNA1431341	SAMN56009527	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8733181	14.2955789		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BW4-BS_S24; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8733181 N 14.2955789 E
SRR37443114	PRJNA1431341	SAMN56009526	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8758439	14.2787511		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BW3-BS_S23; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8758439 N 14.2787511 E
SRR37443115	PRJNA1431341	SAMN56009525	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8773808	14.2747142		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BW2-BS_S22; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8773808 N 14.2747142 E
SRR37443116	PRJNA1431341	SAMN56009524	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8908169	14.2523731		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BW1-BS_S21; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8908169 N 14.2523731 E
SRR37443117	PRJNA1431341	SAMN56009561	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8789639	14.307025		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BC6-BS_S297; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8789639 N 14.307025 E
SRR37443118	PRJNA1431341	SAMN56009560	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.88015	14.3116839		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BC5-BS_S296; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.88015 N 14.3116839 E
SRR37443119	PRJNA1431341	SAMN56009559	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.875441	14.31352		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BC4-BS_S295; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.875441 N 14.31352 E
SRR37443120	PRJNA1431341	SAMN56009523	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.866701	14.31881		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PC6-BS_S20; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.866701 N 14.31881 E
SRR37443121	PRJNA1431341	SAMN56009558	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8769281	14.27451		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BC2-BS_S294; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8769281 N 14.27451 E
SRR37443122	PRJNA1431341	SAMN56009557	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8908778	14.2538253		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BC1-BS_S293; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8908778 N 14.2538253 E
SRR37443123	PRJNA1431341	SAMN56009556	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8794272	14.2980839		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PW7-BS_S292; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8794272 N 14.2980839 E
SRR37443124	PRJNA1431341	SAMN56009555	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.877455	14.297035		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PW6-BS_S291; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.877455 N 14.297035 E
SRR37443125	PRJNA1431341	SAMN56009554	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.875734	14.331693		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PW4-BS_S290; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.875734 N 14.331693 E
SRR37443126	PRJNA1431341	SAMN56009553	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.881962	14.312192		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PW3-BS_S289; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.881962 N 14.312192 E
SRR37443127	PRJNA1431341	SAMN56009552	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8710158	14.3002072		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PW2-BS_S288; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8710158 N 14.3002072 E
SRR37443128	PRJNA1431341	SAMN56009551	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8731511	14.2869969		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PW1-BS_S287; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8731511 N 14.2869969 E
SRR37443129	PRJNA1431341	SAMN56009550	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8687108	14.3180214		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	SCdead4-BS_S286; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8687108 N 14.3180214 E
SRR37443130	PRJNA1431341	SAMN56009549	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8934075	14.2436575		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	SCdead3-BS_S285; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8934075 N 14.2436575 E
SRR37443131	PRJNA1431341	SAMN56009522	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.87368	14.3283489		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PC5-BS_S19; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.87368 N 14.3283489 E
SRR37443132	PRJNA1431341	SAMN56009548	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8805047	14.2872336		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	SCdead1-BS_S284; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8805047 N 14.2872336 E
SRR37443133	PRJNA1431341	SAMN56009547	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8791858	14.3009325		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Sburnt2-BS-Jul_S45; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8791858 N 14.3009325 E
SRR37443134	PRJNA1431341	SAMN56009546	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.87802	14.3193764		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Sburnt1-BS-Jul_S44; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.87802 N 14.3193764 E
SRR37443135	PRJNA1431341	SAMN56009545	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.87439	14.2870489		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PS6-BS-Jul_S43; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.87439 N 14.2870489 E
SRR37443136	PRJNA1431341	SAMN56009544	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8815425	14.3107978		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BS4-BS-Jul_S42; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8815425 N 14.3107978 E
SRR37443137	PRJNA1431341	SAMN56009543	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8775161	14.3249931		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BS2-BS-Jul_S41; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8775161 N 14.3249931 E
SRR37443138	PRJNA1431341	SAMN56009542	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8953417	14.2712603		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BS1-BS-Jul_S40; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8953417 N 14.2712603 E
SRR37443139	PRJNA1431341	SAMN56009541	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.875883	14.298444		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PS5-BS-Jul_S39; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.875883 N 14.298444 E
SRR37443140	PRJNA1431341	SAMN56009540	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.87686	14.3055719		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PS4-BS-Jul_S38; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.87686 N 14.3055719 E
SRR37443141	PRJNA1431341	SAMN56009539	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.87399	14.3087469		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PS3-BS-Jul_S37; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.87399 N 14.3087469 E
SRR37443142	PRJNA1431341	SAMN56009521	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8702419	14.3274389		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PC4-BS_S18; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8702419 N 14.3274389 E
SRR37443143	PRJNA1431341	SAMN56009538	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8731981	14.29832		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PS2-BS-Jul_S36; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8731981 N 14.29832 E
SRR37443144	PRJNA1431341	SAMN56009537	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8781647	14.2720011		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	PS1-BS-Jul_S35; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8781647 N 14.2720011 E
SRR37443145	PRJNA1431341	SAMN56009536	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.895405	14.2728867		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Sburnt3-BS-Jul_S34; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.895405 N 14.2728867 E
SRR37443146	PRJNA1431341	SAMN56009535	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8786542	14.3101539		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BS5-BS-Jul_S33; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8786542 N 14.3101539 E
SRR37443147	PRJNA1431341	SAMN56009534	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.875856	14.285504		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BS6-BS-Jul_S32; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.875856 N 14.285504 E
SRR37443148	PRJNA1431341	SAMN56009533	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8788264	14.2703503		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Sburnt4-BS-Jul_S31; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8788264 N 14.2703503 E
SRR37443149	PRJNA1431341	SAMN56009532	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8779811	14.3235511		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BS3-BS-Jul_S30; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8779811 N 14.3235511 E
SRR37443150	PRJNA1431341	SAMN56009531	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8764581	14.2782681		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BC3-BS-Jul_S29; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8764581 N 14.2782681 E
SRR37443151	PRJNA1431341	SAMN56009530	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.8764567	14.3203711		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	SCdead2-BS_S27; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.8764567 N 14.3203711 E
SRR37443152	PRJNA1431341	SAMN56009529	Europe	Acidic forest soil	Forest soil	Czechia: Bohemian Switzerland	50.87852	14.3089019		needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJNA1431341	Czechia: Bohemian Switzerland		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	BW6-BS_S26; temperate biome [ENVO_01001831]; temperate broadleaf forest; forest soil [ENVO_00002261]; Czechia: Bohemian Switzerland; 50.87852 N 14.3089019 E
ERR6747357	PRJEB33611	SAMEA9956549	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956549		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747356	PRJEB33611	SAMEA9956548	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956548		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747355	PRJEB33611	SAMEA9956547	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956547		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747354	PRJEB33611	SAMEA9956546	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956546		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747353	PRJEB33611	SAMEA9956545	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956545		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747352	PRJEB33611	SAMEA9956544	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956544		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747351	PRJEB33611	SAMEA9956543	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956543		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747350	PRJEB33611	SAMEA9956542	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956542		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747349	PRJEB33611	SAMEA9956541	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956541		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747348	PRJEB33611	SAMEA9956540	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956540		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747347	PRJEB33611	SAMEA9956539	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956539		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747346	PRJEB33611	SAMEA9956538	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956538		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747345	PRJEB33611	SAMEA9956537	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956537		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747344	PRJEB33611	SAMEA9956536	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956536		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747343	PRJEB33611	SAMEA9956535	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956535		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747342	PRJEB33611	SAMEA9956534	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956534		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747341	PRJEB33611	SAMEA9956533	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956533		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
ERR6747340	PRJEB33611	SAMEA9956532	Europe	Acidic forest soil	Forest soil					needs_metadata_or_OpenLandMap_confirmation	Europe representative; Acidic forest soil	PRJEB33611	SAMEA9956532		missing_location	exclude_non_soil_or_unclear_source	no	external_acidic_soil_project_reads	no	yes	
