run	bioproject	biosample	continent	acidic_soil_type	ecosystem	location	latitude	longitude	pH	pH_status	selection_reason	project_dedup_group	site_dedup_group	selection_rank	coordinate_status	metadata_quality_flag	include_in_global_balanced_pilot	source_type	soil_only	acidic_soil	soil_source_evidence
SRR39138955	PRJNA1478117	SAMN60832194	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912766		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912766 E
SRR39138956	PRJNA1478117	SAMN60832193	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912765		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912765 E
SRR39138957	PRJNA1478117	SAMN60832192	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912764		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912764 E
SRR39138958	PRJNA1478117	SAMN60832191	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912763		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912763 E
SRR39138959	PRJNA1478117	SAMN60832190	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912762		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912762 E
SRR39138960	PRJNA1478117	SAMN60832189	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912761		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912761 E
SRR39138961	PRJNA1478117	SAMN60832188	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.391276		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912760 E
SRR39138962	PRJNA1478117	SAMN60832187	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912759		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912759 E
SRR39138963	PRJNA1478117	SAMN60832204	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912776		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912776 E
SRR39138964	PRJNA1478117	SAMN60832203	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912775		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912775 E
SRR39138965	PRJNA1478117	SAMN60832202	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912774		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912774 E
SRR39138966	PRJNA1478117	SAMN60832201	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912773		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912773 E
SRR39138967	PRJNA1478117	SAMN60832200	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912772		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912772 E
SRR39138968	PRJNA1478117	SAMN60832199	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912771		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912771 E
SRR39138969	PRJNA1478117	SAMN60832198	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.391277		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912770 E
SRR39138970	PRJNA1478117	SAMN60832197	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912769		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912769 E
SRR39138971	PRJNA1478117	SAMN60832196	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912768		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912768 E
SRR39138972	PRJNA1478117	SAMN60832195	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912767		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912767 E
SRR39138973	PRJNA1478117	SAMN60832186	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912758		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912758 E
SRR39138974	PRJNA1478117	SAMN60832185	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912757		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478117	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912757 E
SRR39138883	PRJNA1478114	SAMN60832137	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912766		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912766 E
SRR39138884	PRJNA1478114	SAMN60832136	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912765		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912765 E
SRR39138885	PRJNA1478114	SAMN60832135	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912764		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912764 E
SRR39138886	PRJNA1478114	SAMN60832134	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912763		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912763 E
SRR39138887	PRJNA1478114	SAMN60832133	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912762		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912762 E
SRR39138888	PRJNA1478114	SAMN60832132	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912761		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912761 E
SRR39138889	PRJNA1478114	SAMN60832131	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.391276		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912760 E
SRR39138890	PRJNA1478114	SAMN60832130	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912759		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912759 E
SRR39138891	PRJNA1478114	SAMN60832147	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912776		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912776 E
SRR39138892	PRJNA1478114	SAMN60832146	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912775		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912775 E
SRR39138893	PRJNA1478114	SAMN60832145	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912774		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912774 E
SRR39138894	PRJNA1478114	SAMN60832144	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912773		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912773 E
SRR39138895	PRJNA1478114	SAMN60832143	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912772		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912772 E
SRR39138896	PRJNA1478114	SAMN60832142	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912771		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912771 E
SRR39138897	PRJNA1478114	SAMN60832141	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.391277		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912770 E
SRR39138898	PRJNA1478114	SAMN60832140	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912769		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912769 E
SRR39138899	PRJNA1478114	SAMN60832139	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912768		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912768 E
SRR39138900	PRJNA1478114	SAMN60832138	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912767		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912767 E
SRR39138901	PRJNA1478114	SAMN60832129	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912758		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912758 E
SRR39138902	PRJNA1478114	SAMN60832128	Asia	China red/acid soil	Red/acid soil	China:Beijing	39.906217	116.3912757		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1478114	China:Beijing		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	Metagenome or environmental sample from soil metagenome; Experimental sample; China:Beijing; 39.906217 N 116.3912757 E
SRR38487131	PRJNA1464032	SAMN59653708	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464032	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMS Environmental/Metagenome sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38487132	PRJNA1464032	SAMN59653707	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464032	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMS Environmental/Metagenome sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38487133	PRJNA1464032	SAMN59653706	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464032	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMS Environmental/Metagenome sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38487134	PRJNA1464032	SAMN59653705	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464032	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMS Environmental/Metagenome sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38487135	PRJNA1464032	SAMN59653704	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464032	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMS Environmental/Metagenome sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38487136	PRJNA1464032	SAMN59653703	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464032	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMS Environmental/Metagenome sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38487137	PRJNA1464032	SAMN59653702	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464032	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMS Environmental/Metagenome sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38487138	PRJNA1464032	SAMN59653701	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464032	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMS Environmental/Metagenome sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38487139	PRJNA1464032	SAMN59653700	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464032	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMS Environmental/Metagenome sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38485981	PRJNA1464007	SAMN59652052	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464007	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMARKS Survey related sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38485982	PRJNA1464007	SAMN59652051	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464007	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMARKS Survey related sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38485983	PRJNA1464007	SAMN59652050	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464007	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMARKS Survey related sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38485984	PRJNA1464007	SAMN59652049	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464007	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMARKS Survey related sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38485985	PRJNA1464007	SAMN59652048	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464007	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMARKS Survey related sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38485986	PRJNA1464007	SAMN59652047	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464007	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMARKS Survey related sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38485987	PRJNA1464007	SAMN59652046	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464007	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMARKS Survey related sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
SRR38485988	PRJNA1464007	SAMN59652045	Asia	China red/acid soil	Red/acid soil	China: Fujian	27.72	117.7		needs_metadata_or_OpenLandMap_confirmation	Asia representative; China red/acid soil	PRJNA1464007	China: Fujian		confirmed_lat_lon	not_selected_after_project_dedup:candidate	no	external_acidic_soil_project_reads	yes	yes	MIMARKS Survey related sample from soil metagenome; Subtropical Humid Broadleaf Forest Biome [ENVO:01000230]; subtropical humid broadleaf forest biome [ENVO:01000230]|acidic red soil [ENVO:00003035]; red soil [ENVO:00003035]|yellow soil [ENVO:00003036]; China: Fujian; 27.72 N 117.70 E
